 1 13 13 10
-400.0-300.0-200.0-100.0 -50.0 -25.0   0.0  25.0  50.0 100.0 200.0 300.0 400.0
-400.0-300.0-200.0-100.0 -50.0 -25.0   0.0  25.0  50.0 100.0 200.0 300.0 400.0
 -10.0   0.0  10.0  20.0  30.0  50.0  75.0 100.0 150.0 200.0
 0  0  0
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00 3.00
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40 5.40
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16
